titel1,titel2,titel3,titel4,frage,antwort
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist eine Offsite-Datensicherung?","Bei der Offsite-Datensicherung werden Backups an einem geografisch getrennten Ort aufbewahrt, um die Daten vor lokalen Katastrophen zu schützen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist eine lokale Datensicherung?","Eine lokale Datensicherung bezeichnet das Speichern von Datenkopien an demselben physischen Ort wie die primären Daten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist der Unterschied zwischen einer Voll- und einer inkrementellen Sicherung?","Bei einer Vollsicherung werden alle Daten gesichert, während bei einer inkrementellen Sicherung nur die seit der letzten Sicherung geänderten oder neuen Daten gesichert werden."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Warum ist es wichtig, regelmäßige Backups zu erstellen?","Regelmäßige Backups stellen sicher, dass die neuesten Versionen der Daten gesichert sind und minimieren den Datenverlust im Falle eines Ausfalls."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist RAID und wie trägt es zur Datensicherung bei?","RAID (Redundant Array of Independent Disks) ist eine Technik, die Daten über mehrere Festplatten verteilt, um die Datenverfügbarkeit und -sicherheit zu erhöhen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist eine Grandfather-Father-Son (GFS)-Sicherungsstrategie?","Eine GFS-Strategie ist eine Methode zur Organisation von Backups, die eine Mischung aus Voll-, Differenzial- und Inkrementalsicherungen verwendet."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Wie funktioniert die GFS-Strategie?","Bei der GFS-Strategie wird regelmäßig ein Vollbackup erstellt (Großvater), dazu tägliche inkrementelle (Sohn) oder wöchentliche differenzielle (Vater) Backups."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was geschieht mit älteren Vollbackups?","Ältere Vollbackups werden normalerweise nach einer festgelegten Zeit oder wenn der Speicherplatz knapp wird, gelöscht oder überschrieben."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Warum ist es wichtig, Backups auf einem externen Medium oder in der Cloud zu speichern?","Damit die Daten im Falle eines physischen Schadens am ursprünglichen Speicherort (z.B. durch Feuer oder Wasser) geschützt sind."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Was ist die Datenwiederherstellungszeit?","Die Datenwiederherstellungszeit, auch bekannt als Recovery Time Objective (RTO), definiert, wie schnell Daten nach einem Ausfall oder einem anderen Ereignis wiederhergestellt werden müssen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Datensicherung / Backup-Verfahren","","Wie unterscheidet sich die RTO (Recovery Time Objective) vom Recovery Point Objective (RPO)?","Während RTO die maximale tolerierte Ausfallzeit definiert, legt RPO den maximal tolerierten Datenverlust fest, der in Bezug auf Zeit gemessen wird."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein RAID-System und warum wird es verwendet?","RAID (Redundant Array of Independent Disks) ist eine Technologie, bei der mehrere Festplatten zu einem logischen Verbund zusammengeschlossen werden, um die Datenverfügbarkeit und -leistung zu erhöhen. Es bietet Redundanz, um Ausfälle einzelner Festplatten ohne Datenverlust zu überstehen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche RAID-Level gibt es und welche sind die gängigsten?","Es gibt verschiedene RAID-Level (z.B. RAID 0, 1, 5, 6, 10). Die gängigsten sind RAID 1 (Spiegelung), RAID 5 (mit Parität) und RAID 10 (Kombination von Spiegelung und Striping)."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein Storage Area Network (SAN) und welchen Vorteil bietet es?","Ein SAN ist ein dediziertes Netzwerk, das Speichergeräte mit Servern verbindet. Es ermöglicht eine hohe Datenverfügbarkeit, da es redundante Pfade zu den Speichergeräten bietet und eine zentrale Datenverwaltung ermöglicht."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Technologien werden oft mit SANs verwendet, um die Datenverfügbarkeit zu erhöhen?","Zu den Technologien gehören Multipathing (mehrere Pfade zu einem Speichergerät), Failover (automatischer Wechsel zu einem anderen Pfad bei Ausfall) und Clustering (Gruppierung von Servern, um Ausfallzeiten zu minimieren)."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist Redundanz und warum ist sie wichtig für die Verfügbarkeit?","Redundanz bezeichnet das Vorhandensein von zusätzlichen oder alternativen Systemkomponenten, die im Falle eines Ausfalls aktiviert werden können, um die Verfügbarkeit zu gewährleisten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein Failover-System?","Ein Failover-System ist ein Backup-Betriebsmodus, in dem sekundäre Systemkomponenten aktiv werden, wenn die primären Komponenten ausfallen, um die Systemverfügbarkeit zu gewährleisten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was versteht man unter Lastausgleich (Load Balancing)?","Lastausgleich verteilt den Datenverkehr auf mehrere Server oder Netzwerkkomponenten, um die Leistung zu optimieren und Ausfallzeiten zu minimieren."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein "Hot Standby"?","Ein Hot Standby bezeichnet ein redundantes und vollständig betriebsbereites System, das sofort aktiviert werden kann, wenn das primäre System ausfällt."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum ist eine regelmäßige Überwachung der Systemverfügbarkeit wichtig?","Durch kontinuierliche Überwachung können potenzielle Probleme frühzeitig erkannt und behoben werden, bevor sie zu ernsthaften Ausfällen führen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie funktioniert Parität in RAID-Systemen, z.B. RAID 5?","Parität ist eine Methode zur Fehlerüberprüfung, bei der zusätzliche Daten generiert und gespeichert werden. Im Falle eines Laufwerksausfalls kann die Parität verwendet werden, um fehlende Daten aus den verbleibenden Laufwerken zu rekonstruieren."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Vorteile bieten RAID-Systeme im Bezug auf Datenverfügbarkeit und -integrität?","RAID-Systeme erhöhen die Datenverfügbarkeit durch Redundanz, da sie den Betrieb auch bei einem oder mehreren Laufwerksausfällen (abhängig vom RAID-Level) fortsetzen können. Sie bieten auch Datenintegrität durch den Einsatz von Parität oder Mirroring, um Datenverlust zu verhindern."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was bedeutet die Abkürzung "RAID"?","RAID steht für "Redundant Array of Independent Disks"."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was versteht man unter einem RAID-System?","Ein RAID-System ist eine Technologie, bei der mehrere Festplatten zu einem logischen Verbund zusammengeschlossen werden, um die Datenverfügbarkeit und -leistung zu erhöhen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum wird ein RAID-System verwendet?","Ein RAID-System wird verwendet, um die Datenverfügbarkeit und -leistung zu erhöhen und um Ausfälle einzelner Festplatten ohne Datenverlust zu überstehen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Vorteile bietet ein RAID-System?","Ein RAID-System bietet erhöhte Datenverfügbarkeit, verbesserte Leistung und Redundanz zur Toleranz von Festplattenausfällen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Ein RAID-System ist eine Technologie, bei der mehrere ___ zu einem logischen Verbund zusammengeschlossen werden.","Festplatten"
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche RAID-Level kennen Sie?","Bekannte RAID-Level sind RAID 0, RAID 1, RAID 5 und RAID 6"
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist die Funktion von RAID 0?","RAID 0 teilt Daten gleichmäßig über zwei oder mehr Festplatten auf (Striping), ohne Redundanz. Es verbessert die Leistung, bietet jedoch keinen Ausfallschutz."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist die Funktion von RAID 1?","RAID 1 spiegelt die selben Daten auf zwei oder mehr Festplatten (Mirroring). Es bietet Redundanz und somit einen Ausfallschutz."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist die Funktion von RAID 5?","RAID 5 verteilt Paritäts- und Datenblöcke über alle Festplatten im Verbund. Es bietet sowohl verbesserte Leistung als auch Ausfallschutz."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist die Funktion von RAID 6?","RAID 6 ist ähnlich wie RAID 5, verwendet aber zwei unabhängige Paritätsblöcke auf jeder Festplatte. Dies bietet einen erhöhten Ausfallschutz."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was sind potenzielle Nachteile eines RAID-Systems?","RAID-Systeme können komplex in der Einrichtung und Verwaltung sein, und je nach RAID-Level kann ein Ausfall von zwei oder mehr Festplatten zu Datenverlust führen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was bedeutet Redundanz im IT-Kontext?","Redundanz bezeichnet das Vorhandensein von zusätzlichen oder alternativen Systemkomponenten, die im Falle eines Ausfalls aktiviert werden können."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche verschiedenen Arten von Redundanz gibt es in der IT?","Es gibt verschiedene Arten von Redundanz, zum Beispiel Hardware-Redundanz (wie doppelte Netzteil- oder Festplatten-Redundanz), Software-Redundanz (wie redundante Server oder Datenbanken) und Datenredundanz (wie RAID-Systeme oder Backups)."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie wird Redundanz in einem Cloud-Umfeld umgesetzt?","In einem Cloud-Umfeld wird Redundanz oft durch die Verteilung von Daten und Anwendungen auf mehrere geografisch verteilte Rechenzentren umgesetzt. Dies kann z.B. durch Clustering oder Datenreplikation erreicht werden."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie wird Redundanz in Bezug auf Datenbanken umgesetzt?","Bei Datenbanken wird Redundanz oft durch Techniken wie Spiegelung (Mirroring), Replikation oder Clustering umgesetzt, um die Verfügbarkeit der Datenbank auch im Falle eines Ausfalls zu gewährleisten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein Storage Area Network (SAN)?","Ein Storage Area Network (SAN) ist ein dediziertes Netzwerk, das Speichergeräte mit Servern verbindet."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welchen Vorteil bietet ein SAN in Bezug auf Datenverfügbarkeit?","Ein SAN ermöglicht eine hohe Datenverfügbarkeit durch redundante Pfade zu den Speichergeräten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie hilft ein SAN bei der Datenverwaltung?","Ein SAN ermöglicht eine zentrale Datenverwaltung, indem es Speichergeräte mit Servern verbindet."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches Netzwerkmodell könnte als Alternative zu einem SAN verwendet werden?","Ein alternatives Netzwerkmodell zu einem SAN könnte ein Network Attached Storage (NAS) sein."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist der Hauptunterschied zwischen einem SAN und einem NAS?","Während ein SAN ein dediziertes Netzwerk ist, das Server mit Speichergeräten verbindet, ist ein NAS ein einzelner Speicherserver, der direkt an das Netzwerk angeschlossen ist."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Art von Datenverbindungen werden typischerweise in einem SAN verwendet?","In einem SAN werden typischerweise Glasfaserkabel für Datenverbindungen verwendet."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Vorteile bietet ein SAN gegenüber direktem Speicher?","Ein SAN bietet gegenüber direktem Speicher Vorteile wie zentrale Datenverwaltung, hohe Datenverfügbarkeit und Skalierbarkeit."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Nachteile hat ein SAN gegenüber simpleren Speicherlösungen wie direkt angebundenem Speicher oder einem NAS?","Ein SAN kann komplexer in der Einrichtung und Verwaltung sein und erfordert spezielle Hardware und Verkabelung, was zu höheren Kosten führen kann."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist RAID Level 10?","RAID Level 10, auch bekannt als "1+0", ist eine Kombination von RAID Level 1 (Spiegelung) und RAID Level 0 (Striping)."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Nenne zwei Protokolle, die in einem SAN verwendet werden können.","Fibre Channel und iSCSI."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Q: SAN steht für ____ Area Network.","Storage"
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist ein HBA in Bezug auf ein SAN?","Ein HBA (Host Bus Adapter) ist eine Schnittstelle, die es einem Server ermöglicht, sich mit einem SAN zu verbinden."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches Protokoll in SAN ermöglicht eine Netzwerkverbindung über Ethernet?","Das iSCSI-Protokoll."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum benötigt RAID 0 mindestens 2 Festplatten?","Weil bei RAID 0 die Daten gleichmäßig über alle Festplatten verteilt (gestreift) werden, um die Leistung zu steigern."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum benötigt RAID 1 mindestens 2 Festplatten?","Weil bei RAID 1 die Daten auf zwei Festplatten gespiegelt werden, um eine Redundanz zu gewährleisten."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum benötigt RAID 5 mindestens 3 Festplatten?","Weil bei RAID 5 die Paritätsinformationen über alle Festplatten verteilt werden, um bei Ausfall einer Festplatte den Datenverlust zu verhindern."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Warum benötigt RAID 6 mindestens 4 Festplatten?","Weil bei RAID 6 zwei unabhängige Paritätsblöcke auf verschiedenen Festplatten gespeichert werden, um den Ausfall von bis zu zwei Festplatten zu überstehen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches RAID-Level bietet die höchste Lese-/Schreibgeschwindigkeit, aber keine Redundanz?","RAID 0."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches RAID-Level bietet eine vollständige Spiegelung der Daten für hohe Redundanz?","RAID 1."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches RAID-Level bietet eine gute Balance zwischen Speichereffizienz, Performance und Datenverfügbarkeit?","RAID 5."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welches RAID-Level bietet eine verbesserte Fehlertoleranz gegenüber RAID 5 durch zusätzliche Paritätsblöcke?","RAID 6."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was bedeutet die Abkürzung "USV" in Bezug auf die IT?","Unterbrechungsfreie Stromversorgung."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was ist eine USV in IT-Systemen?","Eine USV ist ein Gerät, das sicherstellt, dass IT-Systeme auch bei Stromausfällen oder Spannungsschwankungen weiterlaufen können."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was sind die zwei Hauptaufgaben einer USV?","1. Schutz vor Stromausfällen, 2. Schutz vor Spannungsspitzen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie schützt eine USV vor Stromausfällen?","Eine USV hat Batterien, die bei einem Stromausfall die Stromversorgung der IT-Systeme sofort übernehmen."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Wie schützt eine USV vor Spannungsspitzen?","Eine USV hat Schutzschaltungen, die Spannungsspitzen abfangen und so die IT-Systeme vor Schäden bewahren."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche drei Klassen von USVs gibt es?","Offline, Line-Interactive, Online."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was kennzeichnet eine Offline-USV?","Eine Offline-USV ist im Normalbetrieb nicht aktiv. Bei einem Stromausfall wird sie aktiviert und übernimmt die Stromversorgung."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was kennzeichnet eine Line-Interactive-USV?","Eine Line-Interactive-USV schützt zusätzlich vor Netzschwankungen und Spannungsspitzen. Bei einem Stromausfall übernimmt sie die Stromversorgung."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Was kennzeichnet eine Online-USV?","Eine Online-USV erzeugt konstant künstlichen Strom und ist daher immer aktiv. Sie hält die Ausgangsspannung konstant, unabhängig von der Eingangsspannung."
"6. Umsetzen, Integrieren und Prüfen von Maßnahmen zur IT-Sicherheit und zum Datenschutz","04 Umsetzung des arbeitsplatzbezogenen Sicherheitskonzeptes unterstützen können","Sicherung der Verfügbarkeit / RAID / USV","","Welche Vorteile bietet eine USV?","Eine USV schützt IT-Systeme vor Datenverlust und Hardwarebeschädigung durch Stromausfälle und Spannungsspitzen."
